,jersey_no,name,role,salary_rank,salary,team,season
338,747,Ra Shaikh,Bowler,747,"800,000",Mumbai Indians,2009
339,744,Rohan Raje,Bowler,744,"400,000",Mumbai Indians,2009
340,108,Sourav Ganguly,Batsman,108,"43,700,000",Kolkata Knight Riders,2009
341,21,Chris Gayle,Allrounder,21,"39,296,000",Kolkata Knight Riders,2009
342,58,Ishant Sharma,Bowler,58,"38,000,000",Kolkata Knight Riders,2009
343,40,Brendon McCullum,Wicketkeeper Batsman,40,"34,384,000",Kolkata Knight Riders,2009
344,60,David Hussey,Allrounder,60,"30,700,000",Kolkata Knight Riders,2009
345,264,Mashrafe Mortaza,Bowler,264,"29,472,000",Kolkata Knight Riders,2009
346,117,Moises Henriques,Allrounder,117,"22,104,000",Kolkata Knight Riders,2009
347,162,Murali Kartik,Bowler,162,"17,000,000",Kolkata Knight Riders,2009
348,192,Ajit Agarkar,Bowler,192,"14,000,000",Kolkata Knight Riders,2009
349,228,Ajantha Mendis,Bowler,228,"1,473,600",Kolkata Knight Riders,2009
350,166,Brad Hodge,Batsman,166,"1,473,600",Kolkata Knight Riders,2009
351,327,Charl Langeveldt,Bowler,327,"1,473,600",Kolkata Knight Riders,2009
352,80,Angelo Mathews,Allrounder,80,"1,473,600",Kolkata Knight Riders,2009
353,668,Morne Van Wyk,Wicketkeeper Batsman,668,"1,473,600",Kolkata Knight Riders,2009
354,97,Wriddhiman Saha,Wicketkeeper Batsman,97,"1,200,000",Kolkata Knight Riders,2009
355,259,Laxmi Shukla,Allrounder,259,"1,200,000",Kolkata Knight Riders,2009
356,167,Ashok Dinda,Bowler,167,"1,200,000",Kolkata Knight Riders,2009
357,494,Yashpal Singh,Batsman,494,"800,000",Kolkata Knight Riders,2009
358,360,Anureet Singh,Bowler,360,"800,000",Kolkata Knight Riders,2009
359,748,Arindam Ghosh,Batsman,748,"800,000",Kolkata Knight Riders,2009
360,749,Shoaib Shaikh,Batsman,749,"800,000",Kolkata Knight Riders,2009
361,745,Rohan Banerjee,Batsman,745,"400,000",Kolkata Knight Riders,2009
362,47,Kevin Pietersen,Batsman,47,"76,136,000",Royal Challengers Bangalore,2009
363,53,Jacques Kallis,Allrounder,53,"44,208,000",Royal Challengers Bangalore,2009
364,96,Rahul Dravid,Batsman,96,"41,400,000",Royal Challengers Bangalore,2009
365,9,Robin Uthappa,Batsman,9,"32,000,000",Royal Challengers Bangalore,2009
366,84,Cameron White,Batsman,84,"24,560,000",Royal Challengers Bangalore,2009
367,186,Mark Boucher,Batsman,186,"22,104,000",Royal Challengers Bangalore,2009
368,197,Anil Kumble,Bowler,197,"20,000,000",Royal Challengers Bangalore,2009
369,266,Nathan Bracken,Bowler,266,"15,964,000",Royal Challengers Bangalore,2009
370,32,Dale Steyn,Bowler,32,"15,964,000",Royal Challengers Bangalore,2009
371,79,Praveen Kumar,Bowler,79,"12,000,000",Royal Challengers Bangalore,2009
372,244,Jesse Ryder,Allrounder,244,"7,859,200",Royal Challengers Bangalore,2009
373,357,Wasim Jaffer,Batsman,357,"6,000,000",Royal Challengers Bangalore,2009
374,98,Ross Taylor,Batsman,98,"4,912,000",Royal Challengers Bangalore,2009
375,364,Roelof Van der Merwe,Allrounder,364,"1,473,600",Royal Challengers Bangalore,2009
376,587,D Du Preez,Allrounder,587,"1,228,000",Royal Challengers Bangalore,2009
377,445,Balachandra Akhil,Bowler,445,"1,200,000",Royal Challengers Bangalore,2009
378,49,Karn Sharma,Bowler,49,"1,200,000",Royal Challengers Bangalore,2009
379,315,Pankaj Singh,Batsman,315,"1,200,000",Royal Challengers Bangalore,2009
380,26,Manish Pandey,Batsman,26,"1,200,000",Royal Challengers Bangalore,2009
381,685,Tinu Yohannan,Bowler,685,"1,200,000",Royal Challengers Bangalore,2009
382,582,Jagadeesh Arunkumar,Batsman,582,"1,200,000",Royal Challengers Bangalore,2009
383,404,Bharat Chipli,Batsman,404,"1,200,000",Royal Challengers Bangalore,2009
384,212,Shreevats Goswami,Wicketkeeper Batsman,212,"1,200,000",Royal Challengers Bangalore,2009
385,583,Sunil Joshi,Allrounder,583,"1,200,000",Royal Challengers Bangalore,2009
386,3,Virat Kohli,Batsman,3,"1,200,000",Royal Challengers Bangalore,2009
387,78,Vinay Kumar,Bowler,78,"1,200,000",Royal Challengers Bangalore,2009
388,584,Devraj Patil,Wicketkeeper Batsman,584,"1,200,000",Royal Challengers Bangalore,2009
389,377,Sreenath Aravind,Bowler,377,"800,000",Royal Challengers Bangalore,2009
390,527,Raju Bhatkal,Allrounder,527,"800,000",Royal Challengers Bangalore,2009
391,662,Gaurav Dhiman,Allrounder,662,"800,000",Royal Challengers Bangalore,2009
392,750,Rangaraj Suthesh,Bowler,750,"800,000",Royal Challengers Bangalore,2009
393,220,Abhimanyu Mithun,Bowler,220,"800,000",Royal Challengers Bangalore,2009
394,751,Udit Patel,Allrounder,751,"800,000",Royal Challengers Bangalore,2009
395,769,Saurabh Bandekar,Allrounder,769,"600,000",Royal Challengers Bangalore,2009
396,770,Jitendra Patil,Bowler,770,"600,000",Royal Challengers Bangalore,2009
397,25,Bhuvneshwar kumar,Bowler,25,"600,000",Royal Challengers Bangalore,2009
398,422,Ishank Jaggi,Batsman,422,"600,000",Royal Challengers Bangalore,2009
399,52,Kedar Jadhav,Allrounder,52,"600,000",Royal Challengers Bangalore,2009
400,421,Chidhambaram Gautam,Wicketkeeper Batsman,421,"600,000",Royal Challengers Bangalore,2009
401,496,Chaitanya Bishnoi,Batsman,496,"600,000",Royal Challengers Bangalore,2009
402,784,Rk Sabharwal,Wicketkeeper Batsman,784,"400,000",Royal Challengers Bangalore,2009
403,565,KP Appanna,Bowler,565,"400,000",Royal Challengers Bangalore,2009
404,87,Andrew Symonds,Allrounder,87,"66,312,000",Deccan Chargers,2009
405,102,R.P.Singh,Bowler,102,"35,000,000",Deccan Chargers,2009
406,86,Adam Gilchrist,Wicketkeeper Batsman,86,"34,384,000",Deccan Chargers,2009
407,2,Rohit Sharma,Batsman,2,"30,000,000",Deccan Chargers,2009
408,177,Herschelle Gibbs,Batsman,177,"28,244,000",Deccan Chargers,2009
409,195,VVS Laxman,Batsman,195,"15,000,000",Deccan Chargers,2009
410,275,Chaminda Vaas,Allrounder,275,"9,824,000",Deccan Chargers,2009
411,250,Scott Styris,Allrounder,250,"8,596,000",Deccan Chargers,2009
412,313,Fidel Edwards,Bowler,313,"7,368,000",Deccan Chargers,2009
413,376,Nuwan Zoysa,Bowler,376,"5,403,200",Deccan Chargers,2009
414,114,Dwayne Smith,Allrounder,114,"4,912,000",Deccan Chargers,2009
415,398,Chamara Silva,Batsman,398,"4,912,000",Deccan Chargers,2009
416,204,Ryan harris,Bowler,204,"3,438,400",Deccan Chargers,2009
417,585,Paidikalva Vijaykumar,Bowler,585,"1,200,000",Deccan Chargers,2009
418,156,Pragyan Ojha,Bowler,156,"1,200,000",Deccan Chargers,2009
419,586,Doddapaneni Kalyankrishna,Bowler,586,"1,200,000",Deccan Chargers,2009
420,382,Dwaraka Ravi Teja,Batsman,382,"1,200,000",Deccan Chargers,2009
421,381,Arjun Yadav,Batsman,381,"1,200,000",Deccan Chargers,2009
422,285,Manvinder Bisla,wicketkeeper Batsman,285,"1,200,000",Deccan Chargers,2009
423,158,Venugopal Rao,Batsman,158,"1,200,000",Deccan Chargers,2009
424,362,Tirumalasetti Suman,Batsman,362,"1,000,000",Deccan Chargers,2009
425,594,Azhar Bilakhia,Batsman,594,"1,000,000",Deccan Chargers,2009
426,663,Halhadar Das,Wicketkeeper Batsman,663,"800,000",Deccan Chargers,2009
427,664,Sarvesh Kumar,Bowler,664,"800,000",Deccan Chargers,2009
428,761,Shoaib Ahmed,Batsman,761,"736,800",Deccan Chargers,2009
429,506,Harmeet Singh,Bowler,506,"600,000",Deccan Chargers,2009
430,771,Abhinav Kumar,Batsman,771,"600,000",Deccan Chargers,2009
431,537,Jaskaran Singh,Bowler,537,"600,000",Deccan Chargers,2009
432,1,MS Dhoni,Wicketkeeper Batsman,1,"60,000,000",Chennai Super Kings,2010
433,159,Jacob Oram,Allrounder,159,"31,245,750",Chennai Super Kings,2010
434,95,Albie Morkel,Allrounder,95,"31,245,750",Chennai Super Kings,2010
435,4,Suresh Raina,Batsman,4,"26,000,000",Chennai Super Kings,2010
436,119,Muttiah Muralitharan,Bowler,119,"24,000,000",Chennai Super Kings,2010
437,209,Matthew Hayden,Batsman,209,"17,358,750",Chennai Super Kings,2010
438,88,Parthiv Patel,Wicketkeeper Batsman,88,"13,000,000",Chennai Super Kings,2010
439,121,Michael Hussey,Batsman,121,"11,572,500",Chennai Super Kings,2010
440,182,Doug Bollinger,Bowler,182,"9,258,000",Chennai Super Kings,2010
441,274,Makhaya Ntini,Bowler,274,"9,258,000",Chennai Super Kings,2010
442,349,T Tushara,Bowler,349,"6,480,600",Chennai Super Kings,2010
443,490,Justin Kemp,Allrounder,490,"4,629,000",Chennai Super Kings,2010
444,179,George Bailey,Batsman,179,"2,314,500",Chennai Super Kings,2010
445,143,Thisara Perera,Allrounder,143,"2,314,500",Chennai Super Kings,2010
446,56,Murali Vijay,Batsman,56,"1,200,000",Chennai Super Kings,2010
447,686,Hemang Badani,Batsman,686,"1,200,000",Chennai Super Kings,2010
448,153,S Badrinath,Batsman,153,"1,200,000",Chennai Super Kings,2010
449,15,Ravichandran Ashwin,Allrounder,15,"1,200,000",Chennai Super Kings,2010
450,169,Lakshmipathy Balaji,Bowler,169,"1,200,000",Chennai Super Kings,2010
451,236,Manpreet Gony,Bowler,236,"1,200,000",Chennai Super Kings,2010
452,402,Arun Karthik,Wicketkeeper Batsman,402,"800,000",Chennai Super Kings,2010
453,752,Chandrasekar Ganapathy,Allrounder,752,"800,000",Chennai Super Kings,2010
454,273,Sudeep Tyagi,Bowler,273,"400,000",Chennai Super Kings,2010
455,251,Shadab Jakati,Bowler,251,"400,000",Chennai Super Kings,2010
456,154,Graeme Smith,Batsman,154,"21,987,750",Rajasthan Royals,2010
457,125,Shane Warne,Bowler,125,"20,830,500",Rajasthan Royals,2010
458,27,Yusuf Pathan,Allrounder,27,"19,000,000",Rajasthan Royals,2010
459,176,Shaun Tait,Bowler,176,"17,358,750",Rajasthan Royals,2010
460,133,Munaf Patel,Bowler,133,"11,000,000",Rajasthan Royals,2010
461,10,Shane Watson,Allrounder,10,"5,786,250",Rajasthan Royals,2010
462,272,Dimitri Mascarenhas,Allrounder,272,"4,629,000",Rajasthan Royals,2010
463,491,Damien Martyn,Batsman,491,"4,629,000",Rajasthan Royals,2010
464,111,Morne Morkel,Bowler,111,"2,777,400",Rajasthan Royals,2010
465,588,Adam Voges,Batsman,588,"2,314,500",Rajasthan Royals,2010
466,476,Michael Lumb,Batsman,476,"1,388,700",Rajasthan Royals,2010
467,85,Aaron Finch,Batsman,85,"1,388,700",Rajasthan Royals,2010
468,139,Johan Botha,Allrounder,139,"1,388,700",Rajasthan Royals,2010
469,188,Naman Ojha,Wicketkeeper batsman,188,"1,200,000",Rajasthan Royals,2010
470,352,Siddharth Trivedi,Bowler,352,"1,200,000",Rajasthan Royals,2010
471,444,Swapnil Asnodkar,Batsman,444,"1,200,000",Rajasthan Royals,2010
472,439,Shrikant Wagh,Allrounder,439,"800,000",Rajasthan Royals,2010
473,753,Amit Uniyal,Bowler,753,"800,000",Rajasthan Royals,2010
474,438,Amit paunikar,Wicketkeeper Batsman,438,"800,000",Rajasthan Royals,2010
475,488,Aditya Dole,Bowler,488,"800,000",Rajasthan Royals,2010
476,400,Sumit Narwal,Allrounder,400,"800,000",Rajasthan Royals,2010
477,437,Abhishek Jhunjhunwala,Batsman,437,"800,000",Rajasthan Royals,2010
478,436,Faiz Fazal,Batsman,436,"800,000",Rajasthan Royals,2010
479,401,Paras Dogra,Batsman,401,"800,000",Rajasthan Royals,2010
480,420,Abhishek Raut,Allrounder,420,"800,000",Rajasthan Royals,2010
481,669,Syed Ahmed Quadri,Allrounder,669,"600,000",Rajasthan Royals,2010
482,428,Amit Singh,Bowler,428,"600,000",Rajasthan Royals,2010
483,536,Kamran Khan,Bowler,536,"600,000",Rajasthan Royals,2010
484,8,Yuvraj Singh,Batsman,8,"42,550,000",Kings Xi Punjab,2010
485,100,Brett Lee,Bowler,100,"41,661,000",Kings Xi Punjab,2010
486,36,Irfan Pathan,Allrounder,36,"37,000,000",Kings Xi Punjab,2010
487,93,Kumar Sangakkara,Wicketkeeper Batsman,93,"32,403,000",Kings Xi Punjab,2010
488,118,Shanthakumaran Sreesanth,Bowler,118,"25,000,000",Kings Xi Punjab,2010
489,206,Ravi Bopara,Batsman,206,"20,830,500",Kings Xi Punjab,2010
490,70,Mahela Jayawardene,Batsman,70,"19,000,000",Kings Xi Punjab,2010
491,24,Piyush Chawla,Allrounder,24,"16,000,000",Kings Xi Punjab,2010
492,202,James Hopes,Allrounder,202,"13,887,000",Kings Xi Punjab,2010
493,185,Mohammad Kaif,Batsman,185,"10,000,000",Kings Xi Punjab,2010
494,245,Ramesh Powar,Bowler,245,"6,800,000",Kings Xi Punjab,2010
495,489,Yusuf Abdulla,Bowler,489,"2,314,500",Kings Xi Punjab,2010
496,120,Shaun Marsh,Batsman,120,"1,388,700",Kings Xi Punjab,2010
497,500,Juan Theron,Bowler,500,"1,388,700",Kings Xi Punjab,2010
498,449,Tanmay Srivastava,Batsman,449,"1,200,000",Kings Xi Punjab,2010
499,529,Karan Goel,Batsman,529,"1,200,000",Kings Xi Punjab,2010
500,687,Rs Sodhi,Allrounder,687,"1,200,000",Kings Xi Punjab,2010
501,331,Bipul Sharma,Allrounder,331,"1,000,000",Kings Xi Punjab,2010
502,285,Manvinder Bisla,wicketkeeper Batsman,285,"1,000,000",Kings Xi Punjab,2010
503,734,Adrian Barath,Batsman,734,"925,800",Kings Xi Punjab,2010
504,344,Vikramjeet Malik,Bowler,344,"800,000",Kings Xi Punjab,2010
505,440,Love Ablish,Bowler,440,"800,000",Kings Xi Punjab,2010
506,441,Shalabh Srivastava,Bowler,441,"800,000",Kings Xi Punjab,2010
507,683,Amanpreet Singh,Bowler,683,"600,000",Kings Xi Punjab,2010
508,37,Virender Sehwag,Batsman,37,"33,350,000",Delhi Daredevils,2010
509,7,Gautam Gambhir,Batsman,7,"29,000,000",Delhi Daredevils,2010
510,196,Wayne Parnell,Bowler,196,"28,236,900",Delhi Daredevils,2010
511,12,Dinesh Karthik,Wicketkeeper Batsman,12,"21,000,000",Delhi Daredevils,2010
512,117,Moises Henriques,Allrounder,117,"20,830,500",Delhi Daredevils,2010
513,59,Ashish Nehra,Bowler,59,"16,000,000",Delhi Daredevils,2010
514,5,AB de Villiers,Wicketkeeper Batsman,5,"13,887,000",Delhi Daredevils,2010
515,210,Paul Collingwood,Allrounder,210,"12,729,750",Delhi Daredevils,2010
516,135,Tillakaratne Dilshan,Allrounder,135,"11,572,500",Delhi Daredevils,2010
517,261,Farveez Maharoof,Allrounder,261,"10,415,250",Delhi Daredevils,2010
518,343,Andrew McDonald,Allrounder,343,"1,388,700",Delhi Daredevils,2010
519,16,David Warner,Batsman,16,"1,388,700",Delhi Daredevils,2010
520,165,Dirk Nannes,Bowler,165,"1,388,700",Delhi Daredevils,2010
521,200,Rajat Bhatia,Allrounder,200,"1,200,000",Delhi Daredevils,2010
522,688,Sarandeep Singh,Bowler,688,"1,200,000",Delhi Daredevils,2010
523,50,Umesh Yadav,Bowler,50,"1,200,000",Delhi Daredevils,2010
524,271,Pradeep Sangwan,Bowler,271,"1,200,000",Delhi Daredevils,2010
525,46,Amit Mishra,Bowler,46,"1,200,000",Delhi Daredevils,2010
526,311,Mithun Manhas,Allrounder,311,"1,200,000",Delhi Daredevils,2010
527,380,Yo Mahesh,Allrounder,380,"1,200,000",Delhi Daredevils,2010
528,320,Aavishkar Salvi,Bowler,320,"800,000",Delhi Daredevils,2010
529,417,Sarabjit Ladda,Bowler,417,"800,000",Delhi Daredevils,2010
530,52,Kedar Jadhav,Allrounder,52,"800,000",Delhi Daredevils,2010
531,773,Shashi Ranjan,Bowler,773,"600,000",Delhi Daredevils,2010
532,772,Allrounder,Allrounder,772,"600,000",Delhi Daredevils,2010
533,134,Sanath Jayasuriya,Allrounder,134,"45,132,750",Mumbai Indians,2010
534,42,Sachin Tendulkar,Batsman,42,"44,850,000",Mumbai Indians,2010
535,82,JP Duminy,Allrounder,82,"43,975,500",Mumbai Indians,2010
536,14,Kieron Pollard,Allrounder,14,"34,717,500",Mumbai Indians,2010
537,22,Harbhajan Singh,Bowler,22,"34,000,000",Mumbai Indians,2010
538,57,Zaheer Khan,Bowler,57,"18,000,000",Mumbai Indians,2010
539,29,Lasith Malinga,Bowler,29,"16,201,500",Mumbai Indians,2010
540,33,Dwayne Bravo,Allrounder,33,"6,943,500",Mumbai Indians,2010
541,283,Dilhara Fernando,Bowler,283,"6,943,500",Mumbai Indians,2010
542,323,Ryan Mclaren,Allrounder,323,"1,388,700",Mumbai Indians,2010
543,564,Graham Napier,Allrounder,564,"1,388,700",Mumbai Indians,2010
544,13,Shikhar Dhawan,Batsman,13,"1,200,000",Mumbai Indians,2010
545,65,Saurabh Tiwary,Batsman,65,"1,200,000",Mumbai Indians,2010
546,140,Abhishek Nayar,Allrounder,140,"1,200,000",Mumbai Indians,2010
547,161,Dhawal Kulkarni,Bowler,161,"1,200,000",Mumbai Indians,2010
548,68,Ambati Rayudu,Batsman,68,"1,200,000",Mumbai Indians,2010
549,384,Rajagopal Sathish,Allrounder,384,"1,200,000",Mumbai Indians,2010
550,442,Ali Murtaza,Bowler,442,"800,000",Mumbai Indians,2010
551,312,Abu Nechim,Bowler,312,"600,000",Mumbai Indians,2010
552,531,Chandan Madan,wicketkeeper Batsman,531,"600,000",Mumbai Indians,2010
553,570,Ishan Malhotra,Bowler,570,"600,000",Mumbai Indians,2010
554,774,Syed Shahabuddin,Bowler,774,"600,000",Mumbai Indians,2010
555,450,Rahul Shukla,Bowler,450,"600,000",Mumbai Indians,2010
556,201,Aditya Tare,Wicketkeeper Batsman,201,"600,000",Mumbai Indians,2010
557,108,Sourav Ganguly,Batsman,108,"43,700,000",Kolkata Knight Riders,2010
558,58,Ishant Sharma,Bowler,58,"38,000,000",Kolkata Knight Riders,2010
559,21,Chris Gayle,Allrounder,21,"37,032,000",Kolkata Knight Riders,2010
560,252,Shane Bond,Bowler,252,"34,717,500",Kolkata Knight Riders,2010
561,40,Brendon McCullum,Wicketkeeper Batsman,40,"32,403,000",Kolkata Knight Riders,2010
562,60,David Hussey,Allrounder,60,"28,931,250",Kolkata Knight Riders,2010
563,89,Manoj Tiwary,Batsman,89,"27,000,000",Kolkata Knight Riders,2010
564,162,Murali Kartik,Bowler,162,"17,000,000",Kolkata Knight Riders,2010
565,192,Ajit Agarkar,Bowler,192,"14,000,000",Kolkata Knight Riders,2010
566,290,Owais Shah,Batsman,290,"12,729,750",Kolkata Knight Riders,2010
567,327,Charl Langeveldt,Bowler,327,"1,388,700",Kolkata Knight Riders,2010
568,80,Angelo Mathews,Allrounder,80,"1,388,700",Kolkata Knight Riders,2010
569,228,Ajantha Mendis,Bowler,228,"1,388,700",Kolkata Knight Riders,2010
570,166,Brad Hodge,Batsman,166,"1,388,700",Kolkata Knight Riders,2010
571,259,Laxmi Shukla,Allrounder,259,"1,200,000",Kolkata Knight Riders,2010
572,97,Wriddhiman Saha,Wicketkeeper Batsman,97,"1,200,000",Kolkata Knight Riders,2010
573,167,Ashok Dinda,Bowler,167,"1,200,000",Kolkata Knight Riders,2010
574,691,RS Gavaskar,Allrounder,691,"1,000,000",Kolkata Knight Riders,2010
575,126,Varun Aaron,Bowler,126,"800,000",Kolkata Knight Riders,2010
576,144,Cheteshwar Pujara,Batsman,144,"800,000",Kolkata Knight Riders,2010
577,775,Eklak Ahmid,Bowler,775,"600,000",Kolkata Knight Riders,2010
578,291,Iqbal Abdulla,Allrounder,291,"600,000",Kolkata Knight Riders,2010
579,497,Harshad Khadiwale,Batsman,497,"600,000",Kolkata Knight Riders,2010
580,776,Chirag Pathak,Batsman,776,"600,000",Kolkata Knight Riders,2010
581,446,Ganapathi Vignesh,Allrounder,446,"600,000",Kolkata Knight Riders,2010
582,47,Kevin Pietersen,Batsman,47,"71,749,500",Royal Challengers Bangalore,2010
583,53,Jacques Kallis,Allrounder,53,"41,661,000",Royal Challengers Bangalore,2010
584,96,Rahul Dravid,Batsman,96,"41,400,000",Royal Challengers Bangalore,2010
585,9,Robin Uthappa,Batsman,9,"32,000,000",Royal Challengers Bangalore,2010
586,84,Cameron White,Batsman,84,"23,145,000",Royal Challengers Bangalore,2010
587,186,Mark Boucher,Batsman,186,"20,830,500",Royal Challengers Bangalore,2010
588,197,Anil Kumble,Bowler,197,"20,000,000",Royal Challengers Bangalore,2010
589,32,Dale Steyn,Bowler,32,"15,044,250",Royal Challengers Bangalore,2010
590,79,Praveen Kumar,Bowler,79,"12,000,000",Royal Challengers Bangalore,2010
591,90,Eoin Morgan,Batsman,90,"10,183,800",Royal Challengers Bangalore,2010
592,98,Ross Taylor,Batsman,98,"4,629,000",Royal Challengers Bangalore,2010
593,31,Steven Smith,Batsman,31,"1,388,700",Royal Challengers Bangalore,2010
594,364,Roelof Van der Merwe,Allrounder,364,"1,388,700",Royal Challengers Bangalore,2010
595,78,Vinay Kumar,Bowler,78,"1,200,000",Royal Challengers Bangalore,2010
596,501,Sridharan Sriram,Batsman,501,"1,200,000",Royal Challengers Bangalore,2010
597,26,Manish Pandey,Batsman,26,"1,200,000",Royal Challengers Bangalore,2010
598,3,Virat Kohli,Batsman,3,"1,200,000",Royal Challengers Bangalore,2010
599,212,Shreevats Goswami,Wicketkeeper Batsman,212,"1,200,000",Royal Challengers Bangalore,2010
600,445,Balachandra Akhil,Bowler,445,"1,200,000",Royal Challengers Bangalore,2010
601,587,D Du Preez,Allrounder,587,"1,157,250",Royal Challengers Bangalore,2010
602,220,Abhimanyu Mithun,Bowler,220,"800,000",Royal Challengers Bangalore,2010
603,25,Bhuvneshwar kumar,Bowler,25,"600,000",Royal Challengers Bangalore,2010
604,565,KP Appanna,Bowler,565,"400,000",Royal Challengers Bangalore,2010
605,87,Andrew Symonds,Allrounder,87,"62,491,500",Deccan Chargers,2010
606,102,R.P.Singh,Bowler,102,"35,000,000",Deccan Chargers,2010
607,253,kemar Roach,Bowler,253,"33,328,800",Deccan Chargers,2010
608,86,Adam Gilchrist,Wicketkeeper Batsman,86,"32,403,000",Deccan Chargers,2010
609,2,Rohit Sharma,Batsman,2,"30,000,000",Deccan Chargers,2010
610,177,Herschelle Gibbs,Batsman,177,"26,616,750",Deccan Chargers,2010
611,195,VVS Laxman,Batsman,195,"15,000,000",Deccan Chargers,2010
612,275,Chaminda Vaas,Allrounder,275,"9,258,000",Deccan Chargers,2010
613,114,Dwayne Smith,Allrounder,114,"4,629,000",Deccan Chargers,2010
614,204,Ryan harris,Bowler,204,"3,240,300",Deccan Chargers,2010
615,101,Mitchell Marsh,Allrounder,101,"2,314,500",Deccan Chargers,2010
616,285,Manvinder Bisla,wicketkeeper Batsman,285,"1,200,000",Deccan Chargers,2010
617,156,Pragyan Ojha,Bowler,156,"1,200,000",Deccan Chargers,2010
618,381,Arjun Yadav,Batsman,381,"1,200,000",Deccan Chargers,2010
619,382,Dwaraka Ravi Teja,Batsman,382,"1,200,000",Deccan Chargers,2010
620,158,Venugopal Rao,Batsman,158,"1,200,000",Deccan Chargers,2010
621,594,Azhar Bilakhia,Batsman,594,"1,000,000",Deccan Chargers,2010
622,362,Tirumalasetti Suman,Batsman,362,"1,000,000",Deccan Chargers,2010
623,443,Mohnish Mishra,Batsman,443,"800,000",Deccan Chargers,2010
624,269,Rahul Sharma,Bowler,269,"800,000",Deccan Chargers,2010
625,506,Harmeet Singh,Bowler,506,"600,000",Deccan Chargers,2010
626,537,Jaskaran Singh,Bowler,537,"600,000",Deccan Chargers,2010
627,777,Anirudh Singh,Batsman,777,"600,000",Deccan Chargers,2010
628,778,Bodapati Sumanth,Batsman,778,"600,000",Deccan Chargers,2010
629,571,Abhishek reddy,Batsman,571,"600,000",Deccan Chargers,2010
630,1,MS Dhoni,Wicketkeeper Batsman,1,"82,800,000",Chennai Super Kings,2011
631,4,Suresh Raina,Batsman,4,"59,800,000",Chennai Super Kings,2011
632,56,Murali Vijay,Batsman,56,"41,400,000",Chennai Super Kings,2011
633,15,Ravichandran Ashwin,Allrounder,15,"39,100,000",Chennai Super Kings,2011
